index,term,polarity,termFrom,termTo,context
3741,google wave,1,25,36,can someone invite me to google wave please ?
3742,xbox,1,35,39,"why are the plugs different on the xbox elite and the standard ? sigh , time to go through loads over wires to find my adaptor downstairs : -LRB-"
3743,justin bieber,0,109,122,"'' If I had a gun with only 2 bullets and was alone in a room with saddam , osama , and bieber I would shoot justin bieber twice . '' - halle"
3744,britney spears,2,0,14,britney spears new song ' 3 ' . i love it : d
3745,kindle,1,21,27,library haiku : with kindle and nook -- i 've seen the future of the book -- all books are like grass .
3746,britney spears,0,9,23,Toxic by britney spears is a terrible music video . Lmao
3747,demi lovato,2,0,11,demi lovato should do a movie about her story life .
3748,lindsay lohan,1,0,13,lindsay lohan : back to jail for dui ? : celebrity news source tmz.com reports officials for that alcohol program h . .
3749,george bush,1,26,37,'' obama was used to slap george bush ' s face . '' or '' he was better then bush . '' whatever - both do not merit the nobel prize . - unknown
3750,windows 7,0,119,128,thought i would be a good daughter and setup my parents ' new pc . i am a great daughter for spending my vaca day with windows 7 . i 'm going mac
3751,britney spears,2,95,109,so sorry that people do n't like your new video & say you would be like a skank and be the new britney spears . you 're not !! great video
3752,tiger woods,1,58,69,"General Golf News : U.S. wins Presidents Cup once again : tiger woods had a perfect week , and the Americans stayed unbeate"
3753,lindsay lohan,0,32,45,i got two options for halloween lindsay lohan and lady gag !!!! ohh my ... what happened to lindsay she looks horrible !!!!
3754,google,2,2,8,. google WebmasterTools releases new functionality for External backlinks . Great for additional link building insight
3755,britney spears,1,103,117,Winona Ryder nude videos Enjoy our archive of Winona Ryder Links at Exp0sed featuring Winona Ryder ... britney spears NUDE VIDEO Check out
3756,xbox,1,18,22,borderlands -LRB- xbox 360 -RRB- - borderlands is a futuristic science fiction first person shooter with role playing elements ...
3757,ipad,0,17,21,i want a fucking ipad bitch acquiredtaste
3758,sarah palin,1,17,28,Agreed . But the sarah palin stuff was kind of funny . As was the '' What 's THAT bitch talking about ? '' sketch last year .
3759,katy perry,0,24,34,Rihanna Rihanna refutes katy perry ' feud ' .
3760,ipod,2,15,19,are . i . p my ipod =-LRB- i miss you already . please somehow find a way back to me . life not worth living without my ipod
3761,ipod,1,27,31,nananana errydayyy like my ipod stuck on replay -LRB- :
3762,jimmy carter,1,43,55,this day in history -LRB- 10/11/2002 -RRB- jimmy carter won the nobel peace prize .
3763,micheal jackson,0,29,44,she got that good good . she micheal jackson bad bad .
3764,britney spears,1,35,49,fucc what anybody says ... blur by britney spears is real . . i feel like that every weekend
3765,google wave,1,29,40,"cool , me and a friend broke google wave . i finally feel like i was able to help out the beta with some actual bug reporting ."
3766,taylor swift,2,59,71,May be missing my friends but at least I 'm wearing my new taylor swift tee !
3767,britney spears,1,93,107,"yo , im 1 follower away !!! but real talk . look at like my last 5 followers . they all them britney spears joints . lol - go ihits !!!"
3768,britney spears,1,54,68,really ? britney ... best mom ?! rt celebritygossip : britney spears named best mom in poll .
3769,britney spears,0,24,38,alright if this fucking britney spears bitch sucking penis page keep following me wtf stop that shit !!! `` - lmao she a group
3770,kindle,2,13,19,just got the kindle application the other day . rereading the lovely bones on it and love it !
3771,barack obama,1,70,82,World ' Obama 's coming Asian tour will exclude Indonesia : President barack obama ' is first Asian trip as preside . .
3772,george bush,1,61,72,ny times : part of obama 's victory is just simply not being george bush
3773,barack obama,0,39,51,"Top Senate Democrats came to President barack obama 's defense on the Libya bombing campaign Wednesday , insisting ... ."
3774,selena gomez,2,0,12,selena gomez Has everything NATUARALLY ... I love her and her HugeTrueFan and Selentor . .
3775,john legend,1,41,52,NowPlaying : Common - Strange Fruit ft . john legend | 57 Listeners on www.TheRealMidwestRadio.com
3776,barack obama,1,93,105,Obama condemns ' outrageous ' violence in Syria \ n -LRB- AFP -RRB- \ n : AFP - US President barack obama condemned Syria 's ... .
3777,micheal jackson,0,22,37,i got daht guu guu im micheal jackson bad and he attracted to me with my attractive ass . HTC ...
3778,iphone,2,25,31,digeratii i concur ! the iphone is still the champion here .
3779,harry potter,1,9,21,Watching harry potter and i hate british accents
3780,snoop dogg,1,76,86,Music Video : Far East Movement - If I Was You -LRB- OMG -RRB- -LRB- feat . snoop dogg -RRB- .
3781,lakers,0,6,12,"Btw , lakers . lakerhaterandproudofit ."
3782,mariah carey,2,70,82,Breaking news : dembabies are on their way ... congratulations to mom mariah carey and daddy Nick Cannon
3783,nicolas cage,1,6,18,actor nicolas cage is having a real-estate liquidation sale ; claims he is broke . -LRB- boston herald -RRB- ... sad
3784,lindsay lohan,1,107,120,"access star sightings : october 9 - 15 , 2009 : los angles , calif . -- jessica alba 's night out ! plus , lindsay lohan in nyc , victoria beckha . ."
3785,lindsay lohan,0,53,66,youhaveanicebodybut you look like a crack whore like lindsay lohan . . you seem like you just got out of rehab
3786,windows 7,2,81,90,check out ' asus k50ij-x8 15.6 - inch black versatile entertainment laptop -LRB- windows 7 home premium -RRB- ' by asus
3787,alicia keys,1,3,14,np alicia keys - Have You Ever Tried Sleeping With A Broken Heart ? Bit of a blast from the past . .
3788,harry potter,2,10,22,MrElliotB harry potter ? deathly hallows . just saw the movie an it was awesome !
3789,google wave,1,11,22,"trying out google wave , pretty boring with no one you know on it !"
3790,ipod,1,47,51,"also , checkout pie 's rca-ipd is an rca audio ipod interface plus +5 v charging . compatible with latest generation ipod is www.pacparts.com"
3791,lindsay lohan,0,12,25,please keep lindsay lohan out of fashion :
3792,google wave,2,45,56,"if anyone is willing , i would really love a google wave invite ! brian.cibelli gmail.com"
3793,britney spears,1,40,54,"jack white gives college lecture , says britney spears may be more authentic than bob dylan"
3794,justin bieber,0,18,31,getting rid of my justin bieber posters on Saturday do n't want some of them .
3795,bieber,2,135,141,I ca n't believe Justin and Selena 's together . I mean . . I know that they 're together but it 's UNBELIEVABLE . I always have loved bieber .
3796,kindle,1,90,96,"the new nook by barnes & noble looks way cool and has tons of features not offered on the kindle , like color touch ..."
3797,wii,1,20,23,just ordered my own wii and wii fit so now i can get fit and look stupid on my own
3798,britney spears,0,15,29,'' three '' by britney spears wo n't get out of my brain . * smashes head against wall *
3799,mandy moore,1,40,51,"Love Wedding Marriage seems good , when mandy moore collaborated with one of the hot vampire Kellen ' Emmet ' Lutz : D"
3800,hillary clinton,1,62,77,RT : Clinton warning to Afghan leader : US Secretary of State hillary clinton says the winner of Afghanistan 's . .
3801,obama,0,2,7,"; obama told by Military you 're no longer Commander-in-Chief , also convicted to be impeached ."
3802,kindle,2,4,10,the kindle continues to become more popular -LRB- and less expensive -RRB-
3803,lady gaga,1,67,76,Mysolenia RT SeLinA_CoStello : AngieLoveBieber . - i made out with lady gaga because im pretty ! ... Lol sweet xD
3804,britney spears,1,21,35,my son is dancing to britney spears priceless
3805,britney spears,0,14,28,babe ruth and britney spears are split by 93 places on the kiss marry kill index .
3806,harry potter,1,91,103,I think she 's under the delusion she can beat me at Twi SI because she cleans my clock at harry potter SI . She 's so wrong !
3807,wii,1,28,31,enter to win spore hero for wii at
3808,kim kardashian,0,28,42,"Seriously , who the fuck is kim kardashian and why is she supposed to be famous ? Why are some people famous for being famous ?"
3809,windows 7,2,0,9,windows 7 is now my favorite operating system . i just miss the macbook professional swipe gestures : -LRB-
3810,britney spears,1,92,106,"hi , i 'm super-thong . my brother is tommcfly aka super-blanket and my mum is mcplusle aka britney spears . we 're pretty normal ."
3811,barack obama,0,38,50,"shh girl , shake yeah thighs , do the barack obama and tell us some lies OH OH OH oh"
3812,ipod,2,35,39,dad came home with new monitor and ipod nano and some clothes ... i love the blue ipod is . should i have one in the older version . puf
3813,lady gaga,1,26,35,I love my little monsters lady gaga voice
3814,joe biden,1,11,20,What do VP joe biden and Facebook have in common ? New comms directors . . and .
3815,britney spears,0,40,54,' 3 ' is a really dirty song . even for britney spears !
3816,harry potter,2,21,33,. . just saw the new harry potter with my family . . great night :-RRB- oan ; ; missing the boyfran < 3
3817,ellen degeneres,1,67,82,Vanessa Hudgens talks Zac Efron and sexy pictures | Sugarscape | : ellen degeneres just loves to keep the stars on th ... .
3818,britney spears,1,15,29,is it bad that britney spears is in my head ? as long as it 's not 2008 britney
3819,lady gaga,0,0,9,lady gaga on the front on the enemy this week . Not cool . Not cool at all .
3820,britney spears,2,13,27,listening to britney spears she still is awesome : -RRB-
3821,maradona,1,64,72,"A win for Ecuador and a defeat for Argentina on Wednesday , and maradona ' is team will not be going to the world cup next summer ."
3822,mandy moore,1,19,30,Actress and singer mandy moore gives voice to the innocent but mischievous princess while Zachary Levi plays the ... .
3823,justin bieber,2,7,20,Liking justin bieber is a key characteristic that 70 % of the girl population look for in a guy . Just a heads up boys : -RRB-
3824,google wave,1,91,102,just wondering what famous person would you do ? whowouldyoudo losemynumber unseenprequels google wave halloween votenoon1 new moon maine
3825,shakira,0,40,47,"NO ONE CARES IF YOU HAVE TICKETS TO SEE shakira . dude you literally are like showing off . not jealous , heck no , but still . its like"
3826,britney spears,2,46,60,"today , i show to my friend the new single of britney spears , three '' 3 '' , i love it ."
3827,britney spears,1,61,75,'' i get to go to lots of overseas places like canada . '' ~ britney spears -LRB- via thanatos_rises -RRB- ☺
3828,ipod,1,40,44,do n't get your best friend any type of ipod ... they 'll screw you over . . sorry kara . . no ipod for you ... maybe i 'll get you a zune . lol
3829,jimmy fallon,0,57,69,God I love the Roots . Seems like they are wasted on the jimmy fallon show .
3830,john mccain,2,101,112,"T Jefferson Supported Gov Run Health Care , fast forward to 2010 & lobbyist/insurers pay politicians john mccain & tea party radicals off"
3831,barack obama,1,54,66,"oh yeah we saw a boy in uni today who might have been barack obama . me , llinosd and samsamsammie screeched"
3832,britney spears,0,25,39,me too !!! oh how i hate britney spears porn bots .
3833,britney spears,2,21,35,britney i love you ' britney spears and justin timberlake '
3834,wii,1,72,75,ngs quick update : call of duty 4 modern warfare announced for nintendo wii -
3835,hillary clinton,1,35,50,"Clinton warns on Pakistan threat : hillary clinton says an attack on Pakistan 's army HQ shows an increasing militant threat , but its nucl . ."
