index,term,polarity,termFrom,termTo,context
1448,proprietary hardware drivers,0,47,75,can't reinstall with standard os cd because of proprietary hardware drivers.
1449,battery,1,121,128,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge."
1450,delivery,0,35,43,The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.
1451,programm,1,10,18,The first programm I switched on was a game for my children.
1452,performance,2,34,45,I have been very pleased with the performance of this laptop.
1453,battery life,2,48,60,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;"
1454,response,2,115,123,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;"
1455,Internet focused activity,1,155,180,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;"
1456,features,1,37,45,Its very nice and once you learn the features you will be so happy to have such a sophisticated computer.
1457,charges,2,32,39,It is sleek and lightweight and charges quickly when needed.
1458,size,2,101,105,"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it."
1459,look,2,110,114,"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it."
1460,feature,2,127,134,"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it."
1461,charge,1,21,27,"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it."
1462,firewire connection,1,31,50,( The iBook backup also uses a firewire connection).
1463,camera,1,21,27,"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased."
1464,display,2,9,16,Also the display is exceptional!
1465,repair depot,1,34,46,The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.
1466,keyboard shortcuts,2,20,38,Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.
1467,shortcuts,1,93,102,Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.
1468,RAM,0,16,19,little short on RAM but you get what you pay for.
1469,software,0,24,32,"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product."
1470,windows media,1,54,67,"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product."
1471,price,2,81,86,"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product."
1472,warranty,1,26,34,"THEN, one month after the warranty expired, the replacement charger went."
1473,replacement charger,0,48,67,"THEN, one month after the warranty expired, the replacement charger went."
1474,windows system,0,60,74,"I love a ""pc"" but I was ready for a change and tired of the windows system."
1475,cursor,0,5,11,"Your cursor will end up all over the freaking place,,,it's not uncommon for me to accidentally delete words, sentences, paragraphs because of this mousepad."
1476,mousepad,0,147,155,"Your cursor will end up all over the freaking place,,,it's not uncommon for me to accidentally delete words, sentences, paragraphs because of this mousepad."
1477,features,2,16,24,"Other installed features, such as certain printer software, are also most attractive."
1478,printer software,2,42,58,"Other installed features, such as certain printer software, are also most attractive."
1479,power,1,81,86,"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well."
1480,speed,1,103,108,"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well."
1481,hinge,1,19,24,"Even doing so, the hinge may just be slightly tightened only."
1482,technician,0,17,27,I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in.
1483,DC jack,1,61,68,"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick."
1484,power brick,1,112,123,"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick."
1485,screen quality,2,29,43,"It is easy to use, has great screen quality, and every so light weight."
1486,use,2,14,17,"It is easy to use, has great screen quality, and every so light weight."
1487,graphics,2,42,50,"Great product, very easy to use and great graphics."
1488,use,2,28,31,"Great product, very easy to use and great graphics."
1489,iLife software,2,4,18,The iLife software that comes with the computer is so simple to use and produces a great finished product.
1490,use,2,64,67,The iLife software that comes with the computer is so simple to use and produces a great finished product.
1491,built-in webcam,2,4,19,The built-in webcam is great for Skype and similar video-chat services.
1492,service center,1,49,63,The shop will definitely push the problem to the service center.
1493,Word,1,17,21,"PC users work in Word, while Mac users work in Pages."
1494,Pages,1,47,52,"PC users work in Word, while Mac users work in Pages."
1495,applications,2,78,90,"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops."
1496,internet,1,33,41,"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops."
1497,gaming,1,46,52,"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops."
